,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y
151,72.56515442,126.2789795,70.84675283,116.1673198,70.626491,117.5500299
152,72.56515442,126.2789795,70.74426808,115.3555487,70.62292977,117.5384327
153,72.56515442,126.2789795,70.63773755,114.4974231,70.62292977,117.5384327
154,72.56515442,126.2789795,70.54810348,113.59985,70.62292977,117.5384327
155,72.56515442,126.2789795,70.48283727,112.6696052,70.62292977,117.5384327
156,72.56515442,126.2789795,70.45788536,112.3,70.62292977,117.5384327
157,72.56515442,126.2789795,70.41850395,112.3,70.62292977,117.5384327
158,72.56515442,126.2789795,70.3803188,112.3,70.62292977,117.5384327
159,72.56515442,126.2789795,70.36567745,112.2510136,70.62292977,117.5384327
160,72.56515442,126.2789795,70.35796717,112.0233201,70.62292977,117.5384327
161,72.56515442,126.2789795,70.36027829,111.647639,70.62292977,117.5384327
162,72.56515442,126.2789795,70.3625894,111.1494096,70.62292977,117.5384327
163,72.56515442,126.2789795,70.36605606,110.2173612,70.62292977,117.5384327
164,72.56515442,126.2789795,70.37780386,109.4981724,70.62292977,117.5384327
165,72.56515442,126.2789795,70.45489993,108.7304505,70.62292977,117.5384327
166,72.56515442,126.2789795,70.64055163,107.9533436,70.62292977,117.5384327
167,72.56515442,126.2789795,70.92420031,107.1750637,70.70992977,117.9288077
168,72.56515442,126.2789795,71.2890003,106.3958124,70.8006586,118.3359142
169,72.56515442,126.2789795,71.74074784,105.6402888,70.87579115,118.6730392
170,72.56515442,126.2789795,72.2898123,104.9491932,70.93800842,118.9522123
171,72.56515442,126.2789795,72.92296493,104.3204701,70.98953054,119.1833956
172,72.56515442,126.2789795,73.57903047,103.758169,71.03219601,119.3748386
173,72.56515442,126.2789795,74.12231837,103.2925275,71.04329485,119.4246398
174,72.56515442,126.2789795,74.5722151,102.9069297,71.05266355,119.4666778
175,72.56515442,126.2789795,74.94477461,102.5876162,71.05266355,119.4666778
176,72.56515442,126.2789795,75.25329116,102.3231927,71.14528855,119.86821
177,72.56515442,126.2789795,75.50877373,102.1042235,71.24188347,120.2738826
178,72.56515442,126.2789795,75.72033886,101.9228951,71.32187373,120.6098201
179,72.56515442,126.2789795,75.89553595,101.7727371,71.38811366,120.88801
180,72.56515442,126.2789795,76.04061667,101.6483912,71.44296696,121.118379
181,72.56515442,126.2789795,76.16075802,101.5454204,71.48839097,121.3091476
182,72.56515442,126.2789795,76.26024708,101.4601503,71.51018184,121.4006634
183,72.56515442,126.2789795,76.34263397,101.389538,71.51018184,121.4006634
184,72.56515442,126.2789795,76.41085856,101.3310641,71.51018184,121.4006634
185,72.56515442,126.2789795,76.46735535,101.2826418,71.51018184,121.4006634
186,72.56515442,126.2789795,76.51414034,101.2425433,71.51018184,121.4006634
187,72.56515442,126.2789795,76.552883,101.2093377,71.51018184,121.4006634
188,72.56515442,126.2789795,76.58496579,101.1818401,71.60268184,121.8022764
189,72.56515442,126.2789795,76.61153355,101.1590694,71.6991464,122.2080794
190,72.56515442,126.2789795,76.63353432,101.140213,71.77902871,122.5441248
191,72.56515442,126.2789795,76.65175315,101.124598,71.84517926,122.8224041
192,72.56515442,126.2789795,76.66684017,101.1116672,71.89995852,123.0528471
193,72.56515442,126.2789795,76.67933373,101.1009592,71.94532124,123.243677
194,72.56515442,126.2789795,76.68967965,101.0920919,71.95712172,123.2933188
195,72.56515442,126.2789795,76.69824711,101.0847489,71.9670827,123.3352222
196,72.56515442,126.2789795,76.70534182,101.0815653,71.9670827,123.3352222
197,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
198,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
199,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
200,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
201,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
202,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
203,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3352222
204,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3477143
205,72.56515442,126.2789795,76.7084178,101.0815653,71.9670827,123.3477143
206,72.56515442,126.2789795,76.70062911,101.0331883,71.9670827,123.3477143
207,72.56515442,126.2789795,76.6751116,100.8070502,71.9670827,123.3477143
208,72.54982756,126.1821854,76.64370285,100.4328877,71.9670827,123.3477143
209,72.49786771,125.8540424,76.60741557,99.93614603,71.9670827,123.3477143
210,72.43498699,125.4569305,76.56708839,99.3378966,71.9670827,123.3477143
211,72.36885057,125.039258,76.52341575,98.65558859,71.9670827,123.3477143
212,72.30174358,124.6154559,76.47697275,97.90367166,71.9670827,123.3477143
213,72.23434724,124.1898265,76.4282356,97.09411158,71.9670827,123.3477143
214,72.1331121,123.5504943,76.37759868,96.2368172,71.9670827,123.3477143
215,72.06559883,123.1241265,76.35167217,95.79289204,71.9670827,123.3477143
216,71.99808138,122.6977322,76.2730139,94.41038308,71.9670827,123.3477143
217,71.96958487,122.5177677,76.22354019,93.45349213,71.9670827,123.3477143
218,71.96408987,122.483065,76.17708881,92.47399209,71.9670827,123.3477143
219,71.96408987,122.483065,76.13422614,91.47573968,71.9670827,123.3477143
220,72.05735388,122.4266766,76.09433528,90.46195842,71.9670827,123.3477143
221,72.20279856,122.3854017,76.05690537,89.43531773,71.9670827,123.3477143
222,72.74857158,122.3994426,76.02151338,88.39802815,71.9670827,123.3477143
223,73.13685124,122.5571709,75.98780899,87.35192021,71.9670827,123.3477143
224,73.38106672,122.8649578,75.9555021,86.29850979,71.9670827,123.3477143
225,73.55049278,123.2439125,75.92435249,85.23905219,71.9670827,123.3477143
226,73.69762291,123.6440835,75.8941612,84.17458692,71.9670827,123.3477143
227,73.83810626,124.0505793,75.86476352,83.10597479,71.9670827,123.3477143
228,73.94024763,124.4642272,75.83602301,82.03392866,71.9670827,123.3477143
229,73.83179753,124.7869658,75.80920115,80.95901359,71.9670827,123.3477143
230,73.82222515,124.8154524,75.78503393,79.88170658,71.9670827,123.3477143
231,73.82222515,124.8154524,75.763065,78.80241879,71.9670827,123.3477143
232,73.82222515,124.8154524,75.75278414,78.26214093,71.9670827,123.3477143
233,73.82222515,124.8154524,75.72607458,76.63921859,71.9670827,123.3477143
234,73.82222515,124.8154524,75.72039115,75.55600084,71.9670827,123.3477143
235,73.82222515,124.8154524,75.72526547,74.47203983,71.9670827,123.3477143
236,73.76768874,124.5995483,75.73013979,73.38746332,71.9670827,123.3477143
237,73.68661465,124.2311332,75.73501412,72.30237713,71.9670827,123.3477143
238,73.56719628,123.8337592,75.73988844,71.21686887,71.9670827,123.3477143
239,73.41401444,123.4361866,75.74476276,70.13101108,71.9670827,123.3477143
240,73.23769802,123.0442636,75.74963708,69.04486386,71.9670827,123.3477143
241,73.05397946,122.6542642,75.75400464,67.41509357,71.9670827,123.3477143
242,72.86805422,122.2648382,75.75375096,66.32809733,71.9670827,123.3477143
243,72.68147113,121.8755832,75.75349728,65.24077631,71.9670827,123.3477143
244,72.49469192,121.4863792,75.75324359,64.15318634,71.9670827,123.3477143
245,72.32242346,121.1275227,75.75298991,63.06537364,71.9670827,123.3477143
246,72.38875057,121.117717,75.75273623,61.97737651,71.9670827,123.3477143
247,72.68603193,121.0439277,75.75248255,60.88922665,71.9670827,123.3477143
248,73.04249258,120.9203816,75.75222887,59.80095031,71.9670827,123.3477143
249,73.44309012,120.9519939,75.74953747,58.7126173,71.9670827,123.3477143
250,73.85470151,121.0337418,75.74364559,57.62445624,71.9670827,123.3477143
251,73.82537442,120.9525458,75.72346374,56.53698799,71.9670827,123.3477143
252,73.76737642,120.6369464,75.68719026,55.45030037,71.9670827,123.3477143
253,73.73820735,120.2400781,75.63759132,54.36425919,71.9670827,123.3477143
254,73.71763265,119.8189823,75.57695755,53.27875333,71.9670827,123.3477143
255,73.70320821,119.3905888,75.50718585,52.19369076,71.9670827,123.3477143
256,73.77715076,118.9752432,75.42984702,51.10899529,71.9670827,123.3477143
257,73.99842707,118.6246997,75.34624185,50.02460381,71.9670827,123.3477143
258,74.4082858,118.1338346,75.25744752,48.94046406,71.9670827,123.3477143
259,74.58746707,117.7745775,75.16435606,47.85653278,71.9670827,123.3477143
260,74.57089814,117.5804993,75.06770613,46.77277412,71.9670827,123.3477143
261,74.26200148,117.0597246,74.98301054,45.83096767,71.9670827,123.3477143
262,73.95448708,116.760147,74.91287411,45.05105771,71.9670827,123.3477143
263,73.61014421,116.4928877,74.85479413,44.40521423,71.9670827,123.3477143
264,73.23644446,116.2664017,74.80669809,43.87039122,71.9670827,123.3477143
265,72.82612432,116.1223766,74.76686976,43.42750425,71.9670827,123.3477143
266,72.39822435,116.0348642,74.73388792,43.06074954,71.9670827,123.3477143
267,72.03631745,115.8319609,74.70657566,42.75703994,71.9670827,123.3477143
268,71.67225453,115.6167388,74.68395837,42.505538,71.9670827,123.3477143
269,71.26551696,115.5064059,74.665229,42.29726924,71.9670827,123.3477143
270,70.84133573,115.4692267,74.6497192,42.12480187,71.9670827,123.3477143
271,70.563373,115.4585352,74.63687553,41.98198163,71.9670827,123.3477143
272,70.27549254,115.4587889,74.6262397,41.86371218,71.9670827,123.3477143
273,70.18967075,115.4587889,74.61743216,41.76577325,71.9670827,123.3477143
274,70.18967075,115.4587889,74.61013863,41.68467001,71.9670827,123.3477143
275,70.15915235,115.4587889,74.60697645,41.61750842,71.9670827,123.3477143
276,70.15915235,115.4587889,74.60697645,41.5618919,71.9670827,123.3477143
277,70.15915235,115.4587889,74.60697645,41.51583586,71.9670827,123.3477143
278,70.15915235,115.4587889,74.60697645,41.47769685,71.9670827,123.3477143
279,70.15915235,115.4587889,74.60697645,41.44611393,71.9670827,123.3477143
280,70.20407405,115.7042178,74.60697645,41.41996012,71.9670827,123.3477143
281,70.27444944,116.0749902,74.60697645,41.39830214,71.9670827,123.3477143
282,70.3558062,116.4824627,74.60697645,41.38036717,71.9670827,123.3477143
283,70.44171558,116.9006102,74.60697645,41.36551522,71.9670827,123.3477143
284,70.51124106,117.2255236,74.60697645,41.34788401,71.9670827,123.3477143
285,70.53196773,117.3223855,74.60697645,41.33861591,71.9670827,123.3477143
286,70.53196773,117.3223855,74.60697645,41.330941,71.9670827,123.3477143
287,70.53596446,117.3568298,74.60697645,41.32458541,71.9670827,123.3477143
288,70.53596446,117.3568298,74.60697645,41.32458541,71.9670827,123.3477143
289,70.53596446,117.3568298,74.60697645,41.32458541,71.9670827,123.3477143
290,70.53596446,117.3568298,74.60697645,41.32458541,71.9670827,123.3477143
291,70.59610254,117.6020222,74.60697645,41.32458541,71.9670827,123.3477143
292,70.6870656,117.9682942,74.60697645,41.32458541,71.9670827,123.3477143
293,70.78721808,118.3715684,74.60697645,41.32458541,71.9670827,123.3477143
294,70.829972,118.5437214,74.60697645,41.32458541,71.9670827,123.3477143
295,70.83821626,118.5769178,74.60697645,41.32458541,71.9670827,123.3477143
296,70.83821626,118.5769178,74.60697645,41.32458541,71.9670827,123.3477143
297,70.84271763,118.6103428,74.55798996,41.32573627,71.9670827,123.3477143
298,70.84271763,118.6103428,74.33029587,41.32803798,71.9670827,123.3477143
299,70.84271763,118.6103428,73.95461399,41.3303397,71.9670827,123.3477143
300,70.93782843,118.5867222,73.45638343,41.33264142,71.9670827,123.3477143
301,71.26026511,118.5066456,72.8566703,41.33494314,71.9670827,123.3477143
302,71.65047128,118.4097385,72.17291944,41.33724486,71.9670827,123.3477143
303,71.854416,118.3590892,71.41957694,41.33954658,71.9670827,123.3477143
304,72.47762662,118.2056715,70.60860559,41.34184829,71.9670827,123.3477143
305,72.68709216,118.1556881,69.7499118,41.34415001,71.9670827,123.3477143
306,73.30147616,118.4062363,68.85169904,41.34645173,71.9670827,123.3477143
307,73.3992296,118.7876957,67.92076064,41.34875345,71.9670827,123.3477143
308,73.4327126,118.9930535,66.96272211,41.35105517,71.9670827,123.3477143
309,73.51159022,119.6276789,66.12479266,41.35105517,71.9670827,123.3477143
310,73.72839601,119.9696145,65.43090324,41.35105517,71.9670827,123.3477143
311,73.96189334,120.3034728,64.85629338,41.35105517,71.9670827,123.3477143
312,74.05764533,120.7048875,64.38045893,41.35105517,71.9670827,123.3477143
313,74.11233321,121.1264418,63.9864204,41.35105517,71.9670827,123.3477143
314,74.15411185,121.5540569,63.66011707,41.35105517,71.9670827,123.3477143
315,74.18594231,121.9839061,63.38990527,41.35105517,71.9670827,123.3477143
316,74.19684356,122.4149464,63.16614286,41.35105517,71.9670827,123.3477143
317,74.19684356,122.596928,62.9808452,41.35105517,71.9670827,123.3477143
318,74.19684356,122.6320196,62.8274002,41.35105517,71.9670827,123.3477143
319,74.19684356,122.6673529,62.76087255,41.35105517,71.9670827,123.3477143
320,74.19684356,122.6673529,62.82280162,41.34875345,71.9670827,123.3477143
321,74.19684356,122.6673529,62.85466082,41.34875345,71.9670827,123.3477143
322,74.19684356,122.6673529,62.91003529,41.34875345,71.9670827,123.3477143
323,74.19684356,122.6673529,62.95589089,41.34875345,71.9670827,123.3477143
324,74.19684356,122.6673529,63.15287819,41.34645173,71.9670827,123.3477143
325,74.19684356,122.6673529,63.3441175,41.34645173,71.9670827,123.3477143
326,74.17504075,122.919025,63.50248277,41.34645173,71.9670827,123.3477143
327,74.14068282,123.2948549,63.63362507,41.34645173,71.9670827,123.3477143
328,74.12539971,123.4601659,63.742224,41.34645173,71.9670827,123.3477143
329,74.12539971,123.4920429,63.8711452,41.34645173,71.9670827,123.3477143
330,74.12539971,123.5241395,63.93891444,41.34645173,71.9670827,123.3477143
331,74.12539971,123.5241395,63.99503415,41.34645173,71.9670827,123.3477143
332,74.12539971,123.5241395,64.04150688,41.34645173,71.9670827,123.3477143
333,74.12539971,123.5241395,64.07999096,41.34645173,71.9670827,123.3477143
334,74.12539971,123.5241395,64.11185962,41.34645173,71.9670827,123.3477143
335,74.12539971,123.5241395,64.11185962,41.34645173,71.9670827,123.3477143
336,74.12539971,123.5241395,64.14969191,41.34645173,71.9670827,123.3477143
337,74.12539971,123.5241395,64.14969191,41.34645173,71.9670827,123.3477143
338,74.12539971,123.5241395,64.18604747,41.34645173,71.9670827,123.3477143
339,74.12539971,123.5241395,64.18604747,41.34645173,71.9670827,123.3477143
340,74.12539971,123.5241395,64.18604747,41.34645173,71.9670827,123.3477143
341,74.12539971,123.5241395,64.22033023,41.34645173,71.9670827,123.3477143
342,74.12539971,123.5241395,64.22033023,41.34645173,71.9670827,123.3477143
343,74.12539971,123.5241395,64.22033023,41.34645173,71.9670827,123.3477143
344,74.12539971,123.5241395,64.37707577,41.34594437,71.9670827,123.3477143
345,74.12539971,123.5241395,64.53974239,41.34594437,71.9670827,123.3477143
346,74.12539971,123.5241395,64.67444663,41.34594437,71.9670827,123.3477143
347,74.12539971,123.5241395,64.92858331,41.34543701,71.9670827,123.3477143
348,74.12539971,123.5241395,65.18362332,41.34543701,71.9670827,123.3477143
349,74.12539971,123.5241395,65.53741006,41.34492965,71.9670827,123.3477143
350,74.12539971,123.5241395,65.87497029,41.34492965,71.9670827,123.3477143
351,74.12539971,123.5241395,66.15450393,41.34492965,71.9670827,123.3477143
352,74.12539971,123.5241395,66.38598575,41.34492965,71.9670827,123.3477143
353,74.12539971,123.5241395,66.57767585,41.34492965,71.9670827,123.3477143
354,74.12539971,123.5241395,66.73641444,41.34492965,71.9670827,123.3477143
355,74.12539971,123.5241395,66.86786587,41.34492965,71.9670827,123.3477143
356,74.12539971,123.5241395,66.97672081,41.34492965,71.9670827,123.3477143
357,74.12539971,123.5241395,67.06686358,41.34492965,71.9670827,123.3477143
358,74.12539971,123.5241395,67.14151082,41.34492965,71.9670827,123.3477143
359,74.12539971,123.5241395,67.17387489,41.34492965,71.9670827,123.3477143
360,74.12539971,123.5241395,67.23012689,41.34492965,71.9670827,123.3477143
361,74.12539971,123.5241395,67.27670918,41.34492965,71.9670827,123.3477143
362,74.12539971,123.5241395,67.31528397,41.34492965,71.9670827,123.3477143
363,74.12539971,123.5241395,67.34722775,41.34492965,71.9670827,123.3477143
364,74.12539971,123.5241395,67.38514922,41.34492965,71.9670827,123.3477143
365,74.12539971,123.5241395,67.38514922,41.34492965,71.9670827,123.3477143
366,74.12539971,123.5241395,67.42159048,41.34492965,71.9670827,123.3477143
367,74.12539971,123.5241395,67.42159048,41.34492965,71.9670827,123.3477143
368,74.12539971,123.5241395,67.42159048,41.34492965,71.9670827,123.3477143
369,74.12539971,123.5241395,67.45521584,41.20234154,71.9670827,123.3477143
370,73.88654537,123.4520088,67.46213629,41.03967493,71.9670827,123.3477143
371,73.52526143,123.342906,67.46513672,40.90497069,71.9670827,123.3477143
372,73.24603626,123.0705246,67.46513672,40.79342211,71.9670827,123.3477143
373,73.01288255,122.7189229,67.46462935,40.43324542,71.9670827,123.3477143
374,72.78524609,122.3484078,67.46437567,40.16660954,71.9670827,123.3477143
375,72.5534058,121.9758348,67.46437567,39.90121894,71.9670827,123.3477143
376,72.30887989,121.6101977,67.46437567,39.68144897,71.9670827,123.3477143
377,72.04969405,121.2544449,67.46437567,39.49945745,71.9670827,123.3477143
378,71.93885146,121.1053327,67.46412199,39.25516151,71.9670827,123.3477143
379,71.91747762,121.0765793,67.46386831,39.00386069,71.9670827,123.3477143
380,71.89943561,121.0523081,67.46361463,38.6575803,71.9670827,123.3477143
381,71.89943561,121.0523081,67.46336095,38.32182615,71.9670827,123.3477143
382,71.89943561,121.0523081,67.46336095,37.99919871,71.9670827,123.3477143
383,71.89943561,121.0523081,67.46336095,37.73203092,71.9670827,123.3477143
384,71.89943561,121.0523081,67.46336095,37.51078925,71.9670827,123.3477143
385,72.08423465,121.2190042,67.46336095,37.32757902,71.9670827,123.3477143
386,72.38613906,121.4566517,67.46336095,37.17586262,71.9670827,123.3477143
387,72.75127669,121.6678659,67.46336095,37.05022626,71.9670827,123.3477143
388,73.14193203,121.8580812,67.46336095,36.94618678,71.9670827,123.3477143
389,73.54019462,122.0420362,67.46336095,36.86003169,71.9670827,123.3477143
390,73.79687266,122.3527499,67.46336095,36.78868665,71.9670827,123.3477143
