ID,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y
2104,112,30,67,33,116,41
2105,113,30,67,33,116,41
2106,113,30,67,33,116,41
2107,113,30,67,33,116,41
2108,113,30,67,33,116,41
2109,114,30,67,33,116,41
2110,114,30,67,33,116,41
2111,114,29,67,33,116,41
2112,115,29,67,33,116,41
2113,115,29,67,33,116,41
2114,115,29,67,33,116,41
2115,115,29,67,33,116,41
2116,115,29,67,33,116,41
2117,115,28,67,33,116,41
2118,115,28,67,33,116,41
2119,116,28,67,33,116,41
2120,116,27,67,33,116,41
2121,116,27,67,33,116,41
2122,116,27,67,33,116,41
2123,116,27,67,33,116,41
2124,116,27,67,33,116,41
2125,116,27,67,33,116,41
2126,116,27,67,33,116,41
2127,116,27,67,33,116,41
2128,116,27,67,33,116,40
2129,116,28,67,33,116,40
2130,116,28,67,33,116,40
2131,116,28,67,33,116,39
2132,116,29,67,33,116,39
2133,116,29,67,33,116,38
2134,116,29,67,33,116,38
2135,116,29,67,33,116,38
2136,115,29,67,33,116,37
2137,115,29,67,33,115,37
2138,115,30,67,33,115,37
2139,115,30,67,33,115,37
2140,115,30,67,33,114,37
2141,115,30,67,33,114,37
2142,115,30,67,33,113,37
2143,115,29,67,33,113,37
2144,115,29,67,33,112,37
2145,114,29,67,33,112,37
2146,114,29,67,33,112,37
2147,114,30,67,33,112,37
2148,113,30,67,33,111,38
2149,113,30,67,33,111,38
2150,113,30,67,33,111,39
2151,113,30,67,33,111,39
2152,112,30,67,33,111,40
2153,112,30,67,33,111,40
2154,112,30,67,33,111,40
2155,112,30,67,33,111,41
2156,112,30,67,33,110,41
2157,112,30,67,33,110,41
2158,112,30,67,33,110,41
2159,112,30,67,33,109,41
2160,113,30,67,33,109,41
2161,113,30,67,33,109,41
2162,113,31,67,33,109,41
2163,113,31,67,33,108,41
2164,114,31,67,33,108,41
2165,114,31,67,33,108,41
2166,114,31,67,33,107,41
2167,114,31,67,33,107,41
2168,114,31,67,33,107,40
2169,114,31,67,33,107,40
2170,114,31,67,33,107,40
2171,113,30,67,33,107,39
2172,113,31,67,33,107,39
2173,113,31,67,33,107,38
2174,112,31,67,33,107,38
2175,112,31,67,33,106,38
2176,112,31,67,33,106,37
2177,112,31,67,33,106,37
2178,112,30,67,33,106,37
2179,111,30,67,33,105,36
2180,111,30,67,33,105,36
2181,111,30,67,33,105,36
2182,110,30,67,33,104,35
2183,110,30,67,33,104,35
2184,109,30,67,33,104,35
2185,109,30,67,33,104,34
2186,109,30,67,33,104,34
2187,109,30,67,33,103,33
2188,109,30,67,33,103,33
2189,109,30,67,33,103,33
2190,109,30,67,33,103,32
2191,110,30,67,33,103,32
2192,110,30,67,33,103,31
2193,110,30,67,33,103,31
2194,110,30,67,33,103,31
2195,109,30,67,33,103,30
2196,109,30,67,33,104,30
2197,109,30,67,33,104,30
2198,108,30,67,33,104,29
2199,108,30,67,33,104,29
2200,108,30,67,33,104,28
2201,108,30,67,33,105,29
2202,107,30,67,33,105,29
2203,107,30,67,33,105,29
2204,107,30,67,33,105,30
2205,106,30,67,33,105,30
2206,106,30,67,33,105,30
2207,106,30,67,33,106,30
2208,106,30,67,33,106,30
2209,106,30,67,33,106,30
2210,106,30,67,33,106,30
2211,106,30,67,33,106,30
2212,106,30,67,33,107,30
2213,106,30,67,33,107,30
2214,106,30,67,33,107,30
2215,107,30,67,33,108,30
2216,107,30,67,33,108,30
2217,107,30,67,33,109,30
2218,108,30,67,33,109,30
2219,108,30,67,33,109,30
2220,108,30,67,33,110,30
2221,108,30,67,33,110,30
2222,109,30,67,33,111,30
2223,109,30,67,33,111,30
2224,109,30,67,33,112,31
2225,110,30,67,33,112,31
2226,110,31,67,33,112,31
2227,110,31,67,33,113,31
2228,111,31,67,33,113,31
2229,111,31,67,33,114,31
2230,111,31,67,33,114,31
2231,111,31,67,33,115,30
2232,112,31,67,33,115,30
2233,112,31,67,33,115,30
2234,112,31,67,33,116,30
2235,112,31,67,33,116,29
2236,113,31,67,33,116,29
2237,113,31,67,33,117,29
2238,113,31,67,33,117,28
2239,114,31,67,33,117,28
2240,114,31,67,33,117,28
2241,114,32,67,33,116,27
2242,115,32,67,33,116,27
2243,115,31,67,33,116,26
2244,115,31,67,33,116,26
2245,116,31,67,33,116,26
2246,116,31,67,33,116,26
2247,116,31,67,33,116,26
2248,116,31,67,33,116,26
2249,116,30,67,33,116,26
2250,116,30,67,33,116,25
2251,117,30,67,33,116,25
2252,117,30,67,33,116,25
2253,117,29,67,33,116,25
2254,117,29,67,33,116,25
2255,118,29,67,33,116,25
2256,118,29,67,33,116,25
2257,118,29,67,33,116,25
2258,118,28,67,33,116,25
2259,118,28,67,33,116,25
2260,118,28,67,33,116,25
2261,118,28,67,33,116,25
2262,118,28,67,33,116,25
2263,118,28,67,33,116,25
2264,118,28,67,33,116,25
2265,118,28,67,33,116,25
2266,118,28,67,33,116,25
2267,118,28,67,33,116,25
2268,118,28,67,33,116,25
2269,118,28,67,33,116,25
2270,118,28,67,33,116,25
2271,118,28,67,33,116,25
2272,118,28,67,33,116,25
2273,118,28,67,33,116,25
2274,118,28,67,33,116,25
2275,118,28,67,33,116,25
2276,118,28,67,33,116,25
2277,118,28,67,33,116,25
2278,118,28,67,33,116,25
2279,118,28,67,33,116,25
2280,118,28,67,33,116,25
2281,118,28,67,33,116,25
2282,118,28,67,33,116,25
2283,118,28,67,33,116,25
2284,118,28,67,33,116,25
2285,118,28,67,33,116,25
2286,118,28,67,33,116,25
2287,117,28,67,33,116,25
2288,117,28,67,33,116,25
2289,117,28,67,33,116,25
2290,117,28,67,33,116,25
2291,117,28,67,33,116,25
2292,117,28,67,33,116,25
2293,117,28,67,33,116,25
2294,117,28,67,33,116,25
2295,117,29,67,33,116,25
2296,117,29,67,33,116,25
2297,117,29,67,33,116,25
2298,117,29,67,33,116,25
2299,117,29,67,33,116,25
2300,117,29,67,33,116,25
2301,117,29,67,33,116,25
2302,117,30,67,33,116,25
2303,117,30,67,33,116,25
2304,117,30,67,33,116,25
2305,117,30,67,33,116,25
2306,117,30,67,33,116,25
2307,117,30,67,33,116,25
2308,117,30,67,33,116,25
2309,117,30,67,33,116,25
2310,117,30,67,33,116,25
2311,117,30,67,33,116,25
2312,117,30,67,33,116,25
2313,117,30,67,33,116,25
2314,117,30,67,33,116,25
2315,117,30,67,33,116,25
2316,117,30,67,33,116,25
2317,116,30,67,33,116,25
2318,116,30,67,33,116,25
2319,116,30,67,33,116,25
2320,116,30,67,33,116,25
2321,116,30,67,33,116,25
2322,116,30,67,33,116,25
2323,116,30,67,33,116,25
2324,116,30,67,33,116,25
2325,116,30,67,33,116,25
2326,116,30,67,33,116,25
2327,116,30,67,33,116,25
2328,116,30,67,33,116,25
2329,116,30,67,33,116,25
2330,116,30,67,33,116,25
2331,116,30,67,33,116,25
2332,116,30,67,33,117,25
2333,115,31,67,33,117,25
2334,115,31,67,33,117,25
2335,115,31,67,33,117,25
2336,115,31,67,33,117,24
2337,116,31,67,33,118,24
2338,116,31,67,33,118,24
2339,116,31,67,33,118,24
2340,116,32,67,33,118,24
2341,116,32,67,33,118,24
2342,116,32,67,33,118,24
2343,116,32,67,33,118,24
2344,116,32,67,33,118,24
2345,116,32,67,33,118,24
2346,116,32,67,33,118,24
2347,116,32,67,33,118,24
2348,116,32,67,33,118,24
2349,116,32,67,33,118,24
2350,116,32,67,33,118,24
2351,116,32,67,33,118,24
2352,116,32,67,33,118,24
2353,116,32,67,33,118,24
2354,116,32,67,33,118,24
2355,116,32,67,33,118,24
2356,116,32,67,33,118,24
2357,116,32,67,33,118,24
2358,116,32,67,33,118,24
2359,115,31,67,33,118,24
2360,115,31,67,33,118,24
2361,115,31,67,33,118,24
2362,115,31,67,33,118,24
2363,114,31,67,33,118,24
2364,114,31,67,33,118,24
2365,114,31,67,33,118,24
2366,113,31,67,33,118,24
2367,113,31,67,33,118,24
2368,113,31,67,33,118,24
2369,113,31,67,33,118,24
2370,112,30,67,33,118,24
2371,112,30,67,33,118,24
2372,112,30,67,33,118,24
2373,111,30,67,33,118,24
2374,111,30,67,33,118,24
2375,111,30,67,33,118,24
2376,111,30,67,33,118,24
2377,110,30,67,33,118,24
2378,110,30,67,33,118,24
2379,110,30,67,33,118,24
2380,109,30,67,33,118,24
2381,109,30,67,33,118,24
2382,109,30,67,33,118,24
2383,108,30,67,33,118,24
2384,108,30,67,33,118,24
2385,108,30,67,33,118,24
2386,108,30,67,33,118,24
2387,107,30,67,33,118,24
2388,107,30,67,33,118,24
2389,107,30,67,33,118,24
2390,106,30,67,33,118,24
2391,106,30,67,33,118,24
2392,106,30,67,33,118,24
2393,105,30,67,33,118,24
2394,105,30,67,33,118,24
2395,105,30,67,33,118,24
2396,105,30,67,33,118,24
2397,105,29,67,33,118,24
2398,105,29,67,33,118,24
2399,105,29,67,33,118,24
2400,105,28,67,33,118,24
2401,105,28,67,33,118,24
2402,104,28,67,33,118,24
2403,104,28,67,33,118,24
2404,104,28,67,33,117,25
2405,104,27,67,33,117,25
2406,104,27,67,33,117,25
2407,104,27,67,33,117,26
2408,103,26,67,33,117,26
2409,103,26,67,33,118,26
2410,103,26,67,33,118,26
2411,103,25,67,33,118,27
2412,103,25,67,33,118,27
2413,103,25,67,33,118,27
2414,103,24,67,33,117,27
2415,103,24,67,33,117,28
2416,103,24,67,33,117,28
2417,103,24,67,33,117,28
2418,103,23,67,33,117,29
2419,103,23,67,33,117,29
2420,103,23,67,33,117,29
2421,103,22,67,33,117,30
2422,103,22,67,33,116,30
2423,103,22,67,33,116,30
2424,103,21,67,33,115,30
2425,103,21,67,33,115,30
2426,104,21,67,33,115,30
2427,104,21,67,33,114,30
2428,104,21,67,33,114,30
2429,104,20,67,33,113,30
2430,104,20,67,33,113,30
2431,105,20,67,33,112,30
2432,105,20,67,33,112,30
2433,105,19,67,33,112,30
2434,105,19,67,33,111,30
2435,106,19,67,33,111,30
2436,106,19,67,33,110,30
2437,106,19,67,33,110,30
2438,107,19,67,33,110,30
2439,107,19,67,33,109,30
2440,107,19,67,33,109,30
2441,107,19,67,33,109,30
2442,107,19,67,33,109,30
2443,107,19,67,33,109,30
2444,107,19,67,33,109,30
2445,107,19,67,33,109,31
2446,107,19,67,33,109,31
2447,107,19,67,33,109,30
2448,107,19,67,33,109,30
2449,107,19,67,33,109,30
2450,107,19,67,33,108,30
2451,107,19,67,33,108,30
2452,107,19,67,33,108,30
2453,107,19,67,33,107,30
2454,107,19,67,33,107,30
2455,107,19,67,33,106,30
2456,107,19,67,33,106,30
2457,107,19,67,33,105,30
2458,108,19,67,33,105,30
2459,108,19,67,33,105,30
2460,108,19,67,33,104,29
2461,108,19,67,33,104,29
2462,108,19,67,33,104,29
2463,108,19,67,33,104,28
2464,108,19,67,33,104,28
2465,108,19,67,33,104,27
2466,108,19,67,33,104,27
2467,108,19,67,33,104,26
2468,108,19,67,33,103,26
2469,108,19,67,33,103,26
2470,108,19,67,33,103,25
2471,108,19,67,33,102,25
2472,108,19,67,33,102,25
2473,109,19,67,34,102,24
2474,109,19,67,34,102,24
2475,109,19,67,34,102,24
2476,109,19,67,35,103,23
2477,109,19,67,35,103,23
2478,109,19,67,35,103,23
2479,109,19,67,35,103,22
2480,109,19,67,35,103,22
2481,109,19,67,35,104,21
2482,109,19,66,36,104,21
2483,109,19,65,36,104,21
2484,109,19,65,36,104,20
2485,109,19,64,36,104,20
2486,109,19,63,36,105,19
2487,110,19,62,36,105,19
2488,110,19,62,36,105,19
2489,110,19,61,36,105,19
2490,110,19,60,36,106,18
2491,111,18,59,36,106,18
2492,111,18,58,36,106,17
2493,111,18,56,36,106,17
2494,111,18,55,36,106,17
2495,111,17,54,36,106,16
2496,111,17,53,36,106,16
2497,111,17,52,36,106,15
2498,112,17,51,36,106,15
2499,112,16,49,36,106,14
2500,112,16,48,36,106,14
2501,112,16,48,36,106,14
2502,112,16,47,36,106,13
2503,112,15,46,36,105,13
2504,113,15,45,36,106,12
2505,113,15,44,36,106,12
2506,113,15,42,36,106,12
2507,114,15,41,36,106,11
2508,114,15,40,36,105,11
2509,114,15,39,36,105,10
2510,114,15,38,36,105,10
2511,115,15,37,36,105,9
2512,115,15,35,36,105,9
2513,115,14,34,36,105,8
2514,115,14,33,36,105,8
2515,115,14,32,36,105,8
2516,115,15,31,36,106,7
2517,115,15,30,36,106,7
2518,114,15,29,36,106,7
2519,114,15,28,36,107,6
2520,114,15,27,36,107,6
2521,113,15,25,36,107,5
2522,113,15,24,36,108,5
2523,113,15,23,36,108,5
2524,113,16,22,36,109,5
2525,112,16,21,36,109,5
2526,112,16,20,36,109,5
2527,112,16,19,36,110,5
2528,112,17,17,36,110,5
2529,112,17,16,36,111,5
2530,112,17,15,36,111,5
2531,111,17,14,36,112,4
2532,111,17,13,36,112,4
2533,111,18,12,36,113,4
2534,111,18,11,36,113,5
2535,111,18,10,36,113,5
2536,111,19,10,36,114,5
2537,110,19,9,36,114,5
2538,110,19,9,36,114,6
2539,110,19,9,36,115,6
2540,109,19,9,36,115,6
2541,109,19,9,36,116,6
2542,109,19,10,36,116,6
2543,109,19,11,36,117,6
2544,108,19,12,36,117,6
2545,108,19,12,36,118,6
2546,108,19,13,36,118,7
2547,107,19,14,36,118,7
2548,107,19,15,36,119,7
2549,107,19,16,36,119,7
2550,107,19,17,36,120,7
2551,106,19,18,36,120,7
2552,106,19,19,36,121,7
2553,106,19,20,36,121,7
2554,105,19,21,36,121,7
2555,105,19,22,36,122,7
2556,105,19,23,36,122,7
2557,104,19,24,36,123,7
2558,104,19,25,36,123,7
2559,104,19,27,36,123,7
2560,103,19,28,36,124,7
2561,103,19,29,36,124,7
2562,103,19,30,36,125,8
2563,103,19,31,36,125,8
2564,103,19,32,36,126,8
2565,103,19,33,36,126,8
2566,103,19,34,36,126,7
2567,103,19,35,36,127,7
2568,103,19,36,36,127,7
2569,103,19,38,36,127,6
2570,103,19,39,36,128,6
2571,103,19,40,36,128,6
2572,103,19,41,36,128,6
2573,103,19,42,36,129,6
2574,103,19,43,36,129,6
2575,103,19,45,36,130,6
2576,103,19,46,36,130,6
2577,102,19,47,36,130,6
2578,102,19,48,36,129,7
2579,102,19,49,36,129,7
2580,102,19,50,36,129,7
2581,101,19,51,36,128,7
2582,101,19,52,36,128,7
2583,101,19,53,36,127,7
2584,101,19,54,36,127,7
2585,101,19,55,36,126,7
2586,100,19,55,36,126,7
2587,100,19,56,36,126,7
2588,100,19,56,36,125,7
2589,99,19,57,36,124,7
2590,99,19,57,36,124,7
2591,99,19,57,36,124,7
2592,99,19,57,36,123,7
2593,98,19,58,36,123,7
2594,98,19,58,36,123,7
2595,98,19,58,36,122,6
2596,97,19,58,36,122,6
2597,97,19,58,36,122,6
2598,97,19,58,36,122,5
2599,97,18,58,36,121,5
2600,97,18,58,36,121,5
2601,97,18,58,36,122,4
2602,97,18,58,36,122,4
2603,97,17,58,36,122,4
2604,97,17,58,36,122,4
2605,97,17,58,36,122,4
2606,97,16,58,36,122,4
2607,97,16,58,36,122,4
2608,96,16,58,36,123,5
2609,96,16,58,36,123,5
2610,96,16,58,36,123,5
2611,96,15,58,36,122,6
2612,96,15,58,36,122,6
2613,95,15,58,36,122,6
2614,95,15,58,36,122,6
2615,95,15,58,36,121,7
2616,95,15,58,36,121,7
2617,94,15,58,36,121,8
2618,94,15,58,36,121,8
2619,94,15,58,36,121,9
2620,93,15,58,36,122,9
2621,93,15,58,36,122,9
2622,94,15,58,36,123,9
2623,94,15,58,36,123,9
2624,94,15,58,36,123,9
2625,95,15,58,36,123,9
2626,95,15,58,36,123,8
2627,95,15,58,36,123,8
2628,95,15,58,36,123,8
2629,96,15,58,36,123,8
2630,96,15,58,36,123,8
2631,96,16,58,36,122,7
2632,96,16,58,36,122,7
2633,96,16,58,36,122,7
2634,96,16,59,36,122,7
2635,97,17,59,36,122,7
2636,97,17,60,36,122,7
2637,97,17,60,36,122,7
2638,97,17,61,36,122,7
2639,97,18,62,36,122,7
2640,97,18,63,36,122,7
2641,98,18,64,36,122,7
2642,98,18,65,36,122,7
2643,98,18,65,36,122,7
2644,98,19,66,36,122,7
2645,98,19,66,36,122,7
2646,98,19,66,36,122,7
2647,98,18,67,36,122,7
2648,98,18,68,36,122,7
2649,98,18,68,36,122,7
2650,98,18,69,36,122,7
2651,98,17,70,36,122,7
2652,98,17,71,36,122,7
2653,97,17,72,36,122,7
2654,97,17,73,36,122,7
2655,97,16,73,36,122,7
2656,97,16,74,36,122,7
2657,96,16,76,36,122,7
2658,96,16,77,36,122,7
2659,96,16,78,36,122,7
2660,96,16,78,36,122,7
2661,96,16,78,36,122,7
2662,96,16,78,36,122,7
2663,96,16,78,36,122,7
2664,96,16,77,36,122,7
2665,96,16,77,36,122,7
2666,96,16,76,36,122,7
2667,96,16,76,36,122,7
2668,96,16,76,36,122,7
2669,96,16,76,36,122,7
2670,96,16,75,36,122,7
2671,96,16,75,36,122,7
2672,96,16,74,36,122,7
2673,96,16,74,36,122,7
2674,96,15,74,36,122,7
2675,96,15,73,36,122,7
2676,96,15,73,36,122,7
2677,96,15,73,36,122,7
2678,96,15,73,36,122,7
2679,96,15,73,36,122,7
2680,96,15,73,36,122,7
2681,96,15,73,36,122,7
2682,96,15,73,36,122,7
2683,96,15,73,36,122,7
2684,96,15,73,36,122,7
2685,97,15,73,36,122,7
2686,97,15,73,36,122,7
2687,97,15,72,36,122,7
2688,97,15,72,36,122,7
2689,98,16,72,36,122,7
2690,98,16,72,36,122,7
2691,98,16,72,36,122,7
2692,98,16,72,36,122,7
2693,99,16,72,36,122,7
2694,99,17,72,36,122,7
2695,99,17,72,36,122,7
2696,99,17,72,36,122,7
2697,99,18,72,36,122,7
2698,99,18,72,36,122,7
2699,99,18,72,36,122,7
2700,99,18,72,36,122,7
2701,99,19,72,36,122,7
2702,99,19,72,36,122,7
2703,99,19,72,36,122,7
2704,99,19,72,36,122,7
2705,100,19,72,36,122,7
2706,100,19,72,36,122,7
2707,100,19,72,36,122,7
2708,101,19,72,36,122,7
2709,101,19,72,36,122,7
2710,101,19,72,36,122,7
2711,102,19,72,36,123,7
2712,102,19,72,36,123,7
2713,102,19,72,36,123,7
2714,102,19,72,36,123,7
2715,103,19,72,36,124,7
2716,103,19,72,36,124,7
2717,103,19,72,36,125,7
2718,103,19,72,36,125,8
2719,103,19,72,36,125,8
2720,103,19,72,36,126,8
2721,103,19,72,36,126,8
2722,103,19,72,36,126,8
2723,103,19,72,36,126,8
2724,104,18,72,36,127,8
2725,104,18,72,36,126,8
2726,104,18,72,36,126,8
2727,103,17,72,36,126,8
2728,103,17,72,36,125,8
2729,103,17,72,36,125,8
2730,104,17,72,36,125,7
2731,104,16,72,36,124,7
2732,104,16,72,36,124,7
2733,104,16,72,36,124,7
2734,104,16,72,36,123,7
2735,105,15,72,36,123,7
2736,105,15,72,36,122,7
2737,105,15,72,36,122,7
2738,105,15,72,36,122,7
2739,105,14,72,36,121,7
2740,106,14,72,36,121,7
2741,106,14,72,36,122,8
2742,106,14,72,36,122,8
2743,106,13,72,36,122,8
2744,106,13,72,36,123,8
2745,106,13,72,36,123,8
2746,106,12,72,36,123,8
2747,106,12,72,36,123,8
2748,106,12,72,36,123,7
2749,106,11,72,36,123,7
2750,106,11,72,36,123,6
2751,106,11,72,36,123,6
2752,106,11,72,36,123,5
2753,106,10,72,36,123,5
2754,105,10,72,36,123,4
2755,105,10,72,36,123,4
2756,105,9,72,36,123,4
2757,105,9,72,36,123,3
2758,105,9,72,36,123,3
2759,104,9,72,36,123,2
2760,104,9,72,36,123,2
2761,104,9,72,36,123,2
2762,104,8,72,36,124,2
2763,103,8,72,36,124,2
2764,103,8,72,36,125,2
2765,103,8,72,36,125,2
2766,103,8,72,36,126,2
2767,103,8,72,36,126,2
2768,103,8,72,36,127,2
2769,103,8,72,36,127,2
2770,103,8,72,36,127,2
2771,103,8,72,36,128,2
2772,103,8,72,36,128,2
2773,103,8,72,36,129,2
2774,103,8,72,36,129,1
2775,103,8,72,36,129,1
2776,103,8,72,36,130,1
2777,103,8,72,36,130,1
2778,103,8,72,36,130,0
2779,102,8,72,36,131,0
2780,102,8,72,36,131,0
2781,102,8,72,36,132,0
2782,102,8,72,36,132,0
2783,102,8,72,36,133,1
2784,102,8,72,36,133,1
2785,102,8,72,36,133,1
2786,102,8,72,36,134,1
2787,102,8,72,36,134,1
2788,102,8,72,36,135,2
2789,102,8,72,36,135,2
2790,102,8,72,36,135,3
2791,102,8,72,36,135,3
2792,102,8,72,36,136,3
2793,102,8,72,36,136,4
2794,102,8,72,36,136,4
2795,102,8,72,36,136,5
2796,102,8,72,36,136,5
2797,102,8,72,36,136,5
2798,102,8,72,36,136,6
2799,102,8,72,36,136,6
2800,102,9,72,36,136,7
2801,102,9,72,36,136,7
2802,102,9,72,36,136,8
2803,102,9,72,36,136,8
2804,102,9,72,36,136,8
2805,102,9,72,36,136,9
2806,102,9,72,36,136,9
2807,102,9,72,36,136,10
2808,102,9,72,36,136,10
2809,102,9,72,36,136,10
2810,102,9,72,36,136,11
2811,102,9,72,36,136,11
2812,102,10,72,36,136,12
2813,102,10,72,36,136,12
2814,102,10,72,36,136,12
2815,102,10,72,36,136,13
2816,102,10,72,36,136,13
2817,102,10,72,36,135,14
2818,102,10,72,36,135,14
2819,102,10,72,36,135,14
2820,102,10,72,36,134,14
2821,102,10,72,36,134,14
2822,102,10,72,36,134,15
2823,102,10,72,36,134,15
2824,102,10,72,36,134,16
2825,102,10,72,36,134,16
2826,102,10,72,36,134,16
2827,102,10,72,36,135,17
2828,102,10,72,36,135,17
2829,102,9,72,36,135,17
2830,102,9,72,36,135,18
2831,103,9,72,36,135,18
2832,103,9,72,36,135,19
2833,103,9,72,36,135,19
2834,103,9,72,36,135,20
2835,103,8,72,36,135,20
2836,103,8,72,36,135,20
2837,104,8,72,36,135,21
2838,104,8,72,36,135,21
2839,104,7,72,36,135,22
2840,105,7,72,36,135,22
2841,105,7,72,36,135,23
2842,105,7,72,36,135,23
2843,105,7,72,36,135,24
2844,106,7,72,36,135,24
2845,106,7,72,36,135,24
2846,106,7,72,36,135,25
2847,106,6,72,36,134,25
2848,106,6,72,36,134,26
2849,107,6,72,36,135,26
2850,107,6,72,36,135,26
2851,107,6,72,36,135,26
2852,107,5,72,36,136,27
2853,108,5,72,36,136,27
2854,108,6,72,36,136,27
2855,108,6,72,36,136,28
2856,109,6,72,36,136,28
2857,109,6,72,36,136,28
2858,108,6,72,36,136,28
2859,108,7,72,36,136,28
2860,108,7,72,36,136,28
2861,108,7,72,36,136,28
2862,109,7,72,36,136,28
2863,109,7,72,36,136,28
2864,109,7,72,36,136,28
2865,110,7,72,36,136,28
2866,110,7,72,36,136,28
2867,110,7,72,36,136,28
2868,110,7,72,36,136,28
2869,111,8,72,36,136,28
2870,111,8,72,36,136,28
2871,111,8,72,36,136,28
2872,111,8,72,36,136,28
2873,112,8,72,36,136,28
2874,112,8,72,36,136,28
2875,112,8,72,36,136,28
2876,112,8,72,36,136,28
2877,113,8,72,36,136,28
2878,113,8,72,36,136,28
2879,113,7,72,36,136,28
2880,113,7,72,36,136,28
2881,113,7,72,36,136,28
2882,114,7,72,36,136,28
2883,114,6,72,36,136,28
2884,114,6,72,36,136,28
2885,114,6,72,36,136,28
2886,114,6,72,36,136,28
2887,114,5,72,36,136,28
2888,114,5,72,36,136,28
2889,115,5,72,36,136,28
2890,115,5,72,36,136,28
2891,115,4,72,36,136,28
2892,115,4,72,36,136,28
2893,116,4,72,36,136,28
2894,116,4,72,36,136,28
2895,116,4,72,36,136,28
2896,116,4,72,36,136,28
2897,117,3,72,36,136,28
2898,117,3,72,36,136,28
2899,117,3,72,36,136,28
2900,117,3,72,36,136,28
2901,117,3,72,36,136,28
2902,118,3,72,36,136,28
2903,118,3,72,36,136,28
2904,118,3,72,36,136,28
2905,118,3,72,36,136,28
2906,119,4,72,36,136,28
2907,119,4,72,36,136,28
2908,119,4,72,36,136,28
2909,119,5,72,36,136,28
2910,119,5,72,36,136,28
2911,119,5,72,36,136,28
2912,120,5,72,36,136,28
2913,120,6,72,36,136,28
2914,120,6,72,36,136,28
2915,120,6,72,36,136,28
2916,120,6,72,36,136,28
2917,121,7,72,36,136,28
2918,121,7,72,36,136,28
2919,121,7,72,36,136,28
2920,121,7,72,36,136,28
2921,122,7,72,36,136,28
2922,122,7,72,36,136,28
2923,122,7,72,36,136,28
2924,123,7,72,36,136,28
2925,123,7,72,36,136,28
2926,123,7,72,36,136,28
2927,124,7,72,36,136,28
2928,124,7,72,36,136,28
2929,124,7,72,36,136,28
2930,124,7,72,36,136,28
2931,125,7,72,36,136,28
2932,125,7,72,36,136,28
2933,125,6,72,36,136,28
2934,125,6,72,36,136,28
2935,126,6,72,36,136,28
2936,126,6,72,36,136,29
2937,126,6,72,36,136,29
2938,126,6,72,36,136,29
2939,126,5,72,36,136,30
2940,127,5,72,36,135,30
2941,127,5,72,36,135,30
2942,128,5,72,36,135,31
2943,128,5,72,36,135,31
2944,128,5,72,36,135,32
2945,128,5,72,36,136,32
2946,129,5,72,36,136,32
2947,129,5,72,36,136,33
2948,129,5,72,36,136,33
2949,130,5,72,36,136,33
2950,130,5,72,36,136,34
2951,130,5,72,36,136,34
2952,131,5,72,36,136,35
2953,131,5,72,36,136,35
2954,131,5,72,36,136,36
2955,131,5,72,36,136,36
2956,131,5,72,36,136,36
2957,131,5,72,36,136,37
2958,131,5,72,36,136,37
2959,131,5,72,36,136,38
2960,131,5,72,36,136,38
2961,131,5,72,36,136,38
2962,131,5,72,36,136,39
2963,131,5,72,36,136,39
2964,131,5,72,36,135,39
2965,131,5,72,36,135,40
2966,131,5,72,36,135,40
2967,131,5,72,36,135,41
2968,131,5,72,36,135,41
2969,131,5,72,36,135,42
2970,131,5,72,36,135,42
2971,131,5,72,36,134,42
2972,131,5,72,36,134,42
2973,131,5,72,36,134,42
2974,131,5,72,36,134,42
2975,131,5,72,36,134,42
2976,131,5,72,36,133,42
2977,131,6,72,36,133,41
2978,131,6,72,36,133,41
2979,131,6,72,36,132,41
2980,131,6,72,36,132,41
2981,131,6,72,36,131,42
2982,131,6,72,36,131,42
2983,131,6,72,36,130,42
2984,131,6,72,36,130,42
2985,131,6,72,36,130,42
2986,130,6,72,36,129,42
2987,130,6,72,36,129,42
2988,130,6,72,36,128,42
2989,130,6,72,36,128,42
2990,129,6,72,36,128,42
2991,129,6,72,36,128,42
2992,129,6,72,36,128,42
2993,128,7,72,36,128,42
2994,128,7,72,36,128,42
2995,128,7,72,36,128,42
2996,127,7,72,36,128,42
2997,127,7,72,36,128,42
2998,127,7,72,36,128,42
2999,127,7,72,36,128,42
3000,126,7,72,36,128,42
3001,126,7,72,36,128,42
3002,126,7,72,36,128,42
3003,125,7,72,36,128,42
3004,125,7,72,36,128,42
3005,125,7,72,36,128,42
3006,125,7,72,36,128,42
3007,124,7,72,36,128,42
3008,124,7,72,36,128,42
3009,124,7,72,36,128,42
3010,123,8,72,36,128,42
3011,123,8,72,36,128,42
3012,123,8,72,36,128,42
3013,123,8,72,36,128,42
3014,122,8,72,36,128,42
3015,122,8,72,36,128,42
3016,122,8,72,36,128,42
3017,122,8,72,36,128,42
3018,121,9,72,36,128,42
3019,121,9,72,36,128,42
3020,121,9,72,36,128,42
3021,121,9,72,36,128,42
3022,121,10,72,36,128,42
3023,121,10,73,36,128,42
3024,121,10,73,36,128,42
3025,121,10,73,36,128,42
3026,121,10,74,36,128,42
3027,121,10,74,36,128,42
3028,121,10,75,36,128,42
3029,121,10,75,36,128,42
3030,121,10,76,36,128,42
3031,121,11,76,36,128,42
3032,122,11,77,36,128,42
3033,122,11,78,36,128,42
3034,122,11,78,36,128,42
